source_rank,tld,source_status,evidence_state,evidence_date,report_ref,fixture_ref,fixture_scope,evidence_note,follow_up_state,follow_up_date,follow_up_report_ref,follow_up_fixture_ref,follow_up_note
505,institute,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.institute] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicInstitute | Port-43 explicit TLD is not supported sample google.institute; SHA-256 ee9f91d07ef26240f18eb801c868d8c95d227415ddbd8db313015063d592a4b8.,"","","","",""
506,band,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.band | explicit registry denial | No fake support,"","","","",""
507,vin,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.vin | explicit registry denial | No fake support,"","","","",""
508,hair,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | adapter_none_excluded | excluded | classification-only | No implementation: server adapter is None.,"","","","",""
509,boutique,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.boutique | explicit registry denial | No fake support,"","","","",""
510,camera,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.camera | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
511,adsl,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | ICANN undelegated; classification-only,"","","","",""
512,vet,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.vet] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicVet | Port-43 explicit TLD is not supported sample google.vet; SHA-256 eddd276d4a479ae7b5ffbc13b2ec80011cf60172cdec21238913e24a8f806df9.,"","","","",""
513,dating,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.dating | explicit registry denial | No fake support,"","","","",""
514,rent,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.rent | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
515,fitness,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.fitness | explicit registry denial | No fake support,"","","","",""
516,fund,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
517,green,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
518,supply,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
519,consulting,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.consulting | explicit registry denial | No fake support,"","","","",""
520,builders,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.builders] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicBuilders | Port-43 explicit TLD is not supported sample google.builders; SHA-256 925d14c464980e2dfee80c0029fb624086834ca9e8d0d55355b249ebee7c9db2.,"","","","",""
521,sport,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.sport] | parser_missing | verified_registered | Whois::Parsers::WhoisNicSport | Port-43 registered sample google.sport; SHA-256 c6ffc4626b8f860829db9054863a5292f37bea9379826c47bab7fccb5e26c1b4.,"","","","",""
522,fish,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.fish] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicFish | Port-43 explicit TLD is not supported sample google.fish; SHA-256 fd1f47428b0e7c0e514624ed849203c1ffb871a87f56751d582645e7d4d19329.,"","","","",""
523,photography,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.photography | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
524,wales,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.wales | endpoint unavailable | Unknown; no parser,"","","","",""
525,lc,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.afilias-grs.info | registered + authoritative absence | Existing parser verified,"","","","",""
526,bradesco,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.bradesco] | parser_missing | unknown | Blank | Port-43 sample google.bradesco returned Domain not found.; reserved/negative evidence is not treated as availability and no parser was added.,"","","","",""
527,pf,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.registry.pf] | parser_missing | unavailable | Blank | Port-43 current probe for google.pf produced timeout or empty response; no parser claim is made.,"","","","",""
528,shopping,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.shopping | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
529,dad,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
530,cymru,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.cymru | endpoint unavailable | Unknown; no parser,"","","","",""
531,coach,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.coach] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicCoach | Port-43 explicit TLD is not supported sample google.coach; SHA-256 2a32a148815be8fa3f40ad7b1715b5376c163741431bfe0a8d5f4984c673265e.,"","","","",""
532,promo,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
533,estate,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.estate | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
534,mc,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"None adapter | Excluded, adapter is None | Classification only","","","","",""
535,training,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.training] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicTraining | Port-43 explicit TLD is not supported sample google.training; SHA-256 10c0ad712496751cf27e20eb22e43b62a71b30c33a6fb0154cfa5b58f33c8f2e.,"","","","",""
536,tours,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
537,godaddy,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
538,radio,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.radio | Whois::Parsers::WhoisNicRadio | CentralNic ICANN record; DOMAIN NOT FOUND absence marker,"","","","",""
539,film,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.film | Verified reserved-domain response | Added reservation safety adapter,"","","","",""
540,gle,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
541,yachts,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
542,mov,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
543,college,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.college | Verified registered + DOMAIN NOT FOUND | Existing CentralNic-family parser retained,"","","","",""
544,boats,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
545,comhttps,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | undelegated; excluded | No parser,"","","","",""
546,lgbt,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
547,sex,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
548,courses,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.aridnrs.net.au | endpoint unavailable | Unknown; no parser,"","","","",""
549,sd,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
550,auction,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.auction] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicAuction | Port-43 explicit TLD is not supported sample google.auction; SHA-256 712f3644573e02db00733724849b71dde8b0d43934c3d5ab9f5fdbd7de2a0f8c.,"","","","",""
551,loan,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"whois.nic.loan | Unknown, query limit exceeded/reset | No parser conclusion","","","","",""
552,yoga,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.yoga] | parser_missing | verified_registered | Whois::Parsers::WhoisNicYoga | Port-43 registered sample google.yoga; SHA-256 38b7c58ed19820f2853a94f788dbd2dffa6c317da4b9dd9c1b402bcbda896867.,"","","","",""
553,yt,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.yt | registered + authoritative absence | Adapter/fixture,"","","","",""
554,fashion,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.fashion | Reserved Domain Name response only,"","","","",""
555,amsterdam,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.amsterdam | registered + authoritative absence | Adapter/fixture,"","","","",""
556,loc,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_undelegated | excluded | classification-only | No implementation: source is undelegated.,"","","","",""
557,ns,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | ICANN undelegated; classification-only,"","","","",""
558,paris,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois-paris.nic.fr | endpoint unavailable | Unknown; no parser,"","","","",""
559,jetzt,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.jetzt] | adapter_none_excluded | excluded | classification-only | No implementation: server adapter is None.,"","","","",""
560,globo,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"whois.gtlds.nic.br | Unknown, endpoint timed out | No parser conclusion","","","","",""
561,ventures,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
562,university,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.university | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
563,braze,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"none | Excluded, undelegated | Classification only","","","","",""
564,kitchen,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.kitchen | explicit registry denial | No fake support,"","","","",""
565,mi,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | undelegated; excluded | No parser,"","","","",""
566,camp,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.camp | explicit registry denial | No fake support,"","","","",""
567,new,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
568,tax,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.tax | explicit registry denial | No fake support,"","","","",""
569,kiwi,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.kiwi | Whois::Parsers::WhoisNicKiwi | CIRA record; Not found: absence marker,"","","","",""
570,immo,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.immo | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
571,taxi,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
572,dental,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.dental | explicit registry denial | No fake support,"","","","",""
573,black,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
574,reviews,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
575,bm,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
576,toys,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.toys | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
577,makeup,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.makeup] | parser_missing | verified_registered | Whois::Parsers::WhoisNicMakeup | Port-43 registered sample google.makeup; SHA-256 59b19179f5e33201464bb1d3ba3f25f6b48ad7636bdddbd1a5a75fd98a30083a.,"","","","",""
578,markets,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
579,auto,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
580,movie,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
581,bzh,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.bzh | Verified registered + %% NOT FOUND | Added ICANN/AFNIC-marker adapter,"","","","",""
582,svc,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_undelegated | excluded | classification-only | No implementation: source is undelegated.,"","","","",""
583,dance,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.dance] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicDance | Port-43 explicit TLD is not supported sample google.dance; SHA-256 ae38bf4bdad94080d666021d37afdee9811cbde225dda29f8ebf2452dc6d3786.,"","","","",""
584,tld,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | ICANN undelegated; classification-only,"","","","",""
585,ngo,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.publicinterestregistry.net | Verified reserved-policy response | Added reservation safety adapter,"","","","",""
586,ky,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.kyregistry.ky | Verified registered + Radix available | Added Radix-family adapter,"","","","",""
587,sz,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"None adapter | Excluded, adapter is None | Classification only","","","","",""
588,ceo,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.ceo | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
589,engineer,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.engineer | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
590,comnull,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | undelegated; excluded | No parser,"","","","",""
591,ren,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
592,moscow,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.moscow | registered + authoritative absence | Adapter/fixture,"","","","",""
593,srl,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
594,limited,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.limited] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicLimited | Port-43 explicit TLD is not supported sample google.limited; SHA-256 14978ed06c242afca68f9c4f49cfd7ab923c7da59844a7ea0afcf83275debde3.,"","","","",""
595,football,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.football | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
596,brussels,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"whois.nic.brussels | Unknown, DNS failure | No parser conclusion","","","","",""
597,how,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
598,review,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.review | registered + authoritative absence | Adapter/fixture,"","","","",""
599,properties,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.properties] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicProperties | Port-43 explicit TLD is not supported sample google.properties; SHA-256 fc203d01ce183ea02dfc2ef7cffbc7aada5fc3d294d55c0b17918ec61e5391fa.,"","","","",""
600,horse,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"whois.nic.horse | Unknown, query limit exceeded/reset | No parser conclusion","","","","",""
601,omada,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_undelegated | excluded | classification-only | No implementation: source is undelegated.,"","","","",""
602,food,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | Server adapter None; no port-43 parser,"","","","",""
603,php,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"none | Excluded, undelegated | Classification only","","","","",""
604,wien,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.wien | Verified registered + Available | Added reserved/available ICANN adapter,"","","","",""
605,audi,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
606,gift,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
607,living,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,"no WHOIS adapter | delegated, no WHOIS adapter | Keep None","","","","",""
608,museum,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.museum | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
609,rodeo,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.rodeo | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
610,html,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
611,koeln,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.ryce-rsp.com | registered + authoritative absence | Adapter/fixture,"","","","",""
612,wedding,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.wedding | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
613,fail,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.fail | explicit registry denial | No fake support,"","","","",""
614,bingo,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.bingo | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
615,financial,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
